,id,year,input_x,id2,year2,input_y,relationship,relationship_v2,penjelasan
723,2015-B5_R4,2015,<blok> Aktivitas minggu lalu </blok><pertanyaan> Adakah (NAMA) sedang mencari pekerjaan? </pertanyaan>,2012-B5P2A4,2012,"<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Selama satu minggu terakhir: Apakah (NAMA) melakukan kegiatan lain, selain ’kegiatan pribadi’? </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Kedua pasangan pertanyaan membahas topik yang berbeda sehingga tidak saling terkait:

1. “Adakah (NAMA) sedang mencari pekerjaan?” → mengenai status pencarian pekerjaan.  
   “Apakah (NAMA) melakukan kegiatan lain, selain ’kegiatan pribadi’?” → mengenai aktivitas selain kegiatan pribadi.  
   Fokus dan kategori jawaban berbeda, sehingga tidak ada hubungan semantik.

2. “Apakah (NAMA) sedang mencari pekerjaan?” → status pencarian pekerjaan.  
   “Apakah (NAMA) melakukan kegiatan lainnya, selain ’kegiatan pribadi’?” → kegiatan selain pribadi.  
   Sama seperti poin 1, topik berbeda sehingga tidak saling berhubungan."
6,2010-STATK,2010,<blok> Informasi anggota keluarga </blok><pertanyaan> Kondisi pernikahan (kode) </pertanyaan>,2012-STATK,2012,<blok> Informasi anggota keluarga </blok><pertanyaan> Status pernikahan (kode) </pertanyaan>,equivalent,equivalen,"Kondisi pernikahan = Status pernikahan  
Informasi anggota keluarga = Keterangan anggota rumah tangga  
Keduanya menggambarkan status pernikahan seseorang, sehingga secara semantik memiliki arti yang sama."
922,2015-B5_R14T,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi saat ini? (tahun) </pertanyaan>,2015-B5_R21B,2015,<blok> Tindakan mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau menyiapkan usaha baru? (Bulan) </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Durasi bekerja di posisi saat ini mengukur pengalaman kerja, sedangkan durasi mencari pekerjaan atau menyiapkan usaha mengukur periode pencarian, sehingga keduanya mencakup periode dan konteks yang berbeda serta tidak saling berkaitan."
1187,2017-b5_r17,2017,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Sudah berapa lama (NAMA) sedang mencari pekerjaan atau mempersiapkan usaha? (bulan) </pertanyaan>,2020-jlh_art,2020,<blok> Pengantar Lokasi </blok><pertanyaan> Total ART </pertanyaan>,tidak ada hubungan,tidak ada hubungan,Kegiatan mencari pekerjaan atau mempersiapkan usaha tidak berhubungan dengan jumlah ART di suatu lokasi.
663,2017-b5_r26a4,2017,"<blok> Pekerjaan utama </blok><pertanyaan> Selama satu minggu terakhir, berapa jam kerja harian Anda setelah mengurangi waktu istirahat? Kamis: </pertanyaan>",2012-B5P8B,2012,<blok> Aktivitas minggu terakhir </blok><pertanyaan> Berapa total jam kerja dari semua pekerjaan tiap hari selama minggu terakhir? </pertanyaan>,lebih khusus dari,lebih detail,"Karena pertanyaan pertama menyebutkan jam kerja harian setelah dikurangi istirahat, termasuk hari Kamis secara spesifik, sedangkan pertanyaan kedua hanya menanyakan total jam kerja mingguan tanpa rincian harian. Hal ini membuat pertanyaan pertama lebih detail karena mencakup komponen hari (Kamis) yang merupakan bagian dari total jam kerja seminggu."
127,2010-UMUR,2010,<blok> Informasi anggota rumah tangga </blok><pertanyaan> Usia (tahun) </pertanyaan>,2017-b4_k6,2017,<blok> Informasi anggota keluarga </blok><pertanyaan> Usia (tahun) </pertanyaan>,equivalent,equivalen,"Kedua pasangan memiliki arti semantik yang sama karena “rumah tangga” dan “keluarga” merujuk pada unit sosial yang identik, serta “usia” dan “umur” merupakan istilah yang setara untuk menunjukkan periode hidup."
354,2012-B5P2B,2012,"<blok> Aktivitas pada minggu terakhir </blok><pertanyaan> Pada minggu lalu: Dari kegiatan 1 sampai 4 yang jawabannya “Ya” di atas, kegiatan apa yang menggunakan waktu terbanyak? </pertanyaan>",2020-r31d,2020,"<blok> Aktivitas tambahan </blok><pertanyaan> Di antara kegiatan bersekolah, pekerjaan rumah, dan aktivitas lain, mana yang memakan waktu paling banyak dalam seminggu terakhir? </pertanyaan>",equivalent,equivalen,"Kedua kalimatnya memintanya untuk menentukan aktivitas yang menggunakan waktu terbanyak di antara daftar kegiatan (baik 1‑4 atau bersekolah, rumah tangga, lain) selama minggu terakhir, sehingga maknanya semantik sama."
1152,2015-kbli2005_3,2015,"<blok> Pengalaman kerja </blok><pertanyaan> Sebelum meninggalkan pekerjaan/usaha utama terakhir, jenis usaha/bidang pekerjaan (NAMA) apa yang Anda lakukan? KBLUI 5 Sektor </pertanyaan>",2020-k5_th,2020,<blok> Daftar anggota keluarga </blok><pertanyaan> Tahun kelahiran </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Karena satu berhubungan dengan pengalaman kerja dan bidang usaha, sementara yang lainnya berhubungan dengan data pribadi keluarga, sehingga tidak ada variabel yang sama."
762,2015-B5_R5,2015,<blok> Kegiatan satu minggu yang lalu </blok><pertanyaan> Apakah (NAMA) sedang menyiapkan sebuah usaha? </pertanyaan>,2020-r20b5,2020,"<blok> Umum Responden </blok><pertanyaan> Selama tujuh hari terakhir, berapa total jam kerja Anda per hari setelah mengurangi waktu istirahat? Jumat : </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan “Apakah (NAMA) sedang menyiapkan sebuah usaha?” hanya menanyakan status persiapan usaha, sedangkan “Selama tujuh hari terakhir, berapa total jam kerja Anda per hari setelah mengurangi waktu istirahat? Jumat :” hanya mengukur jam kerja. Karena satu soal fokus pada usaha dan yang lain fokus pada jam kerja, data yang dikumpulkan tidak saling berhubungan.  

Pertanyaan “Apakah (NAMA) sedang mempersiapkan suatu usaha?” juga hanya tentang persiapan usaha, sementara “Dalam seminggu terakhir, berapa jumlah jam kerja seluruh pekerjaan Anda per hari dikurangi waktu istirahat? Jumat :” hanya mengukur jam kerja. Seperti sebelumnya, fokus keduanya berbeda sehingga tidak saling berkaitan."
770,2012-B5P20_2,2012,<blok> Aktivitas mencari kerja/mempersiapkan usaha </blok><pertanyaan> Langkah-langkah apa saja yang pernah Anda lakukan (NAMA) dalam upaya mencari kerja atau mempersiapkan usaha? (Menghubungi perusahaan/kantor) </pertanyaan>,2015-B5_R15B,2015,"<blok> Pekerjaan utama </blok><pertanyaan> Jika berada di luar kabupaten/kota tempat tinggal, apakah (NAMA) pergi dan kembali ke/dari tempat kerja setiap hari, setiap minggu atau setiap bulan?** </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan pertama menanyakan langkah-langkah yang diambil dalam pencarian pekerjaan atau mempersiapkan usaha, sedangkan pertanyaan kedua menanyakan frekuensi perjalanan kerja di luar tempat tinggal. Karena fokusnya berbeda—satu tentang aksi persiapan, satu tentang pola perjalanan—tidak ada hubungan semantik antara keduanya."
341,2012-B1P05,2012,<blok> Pendahuluan lokasi </blok><pertanyaan> Pengelompokan Desa/Kelurahan </pertanyaan>,2020-klasifikas,2020,<blok> Pengenalan Lokasi </blok><pertanyaan> Pengkategorian Desa atau Kota </pertanyaan>,equivalent,equivalen,Keduanya menyatakan pengenalan tempat dan pengelompokan wilayah administratif (desa/kelurahan/kota) sehingga makna semantik identik.
755,2010-UMUR,2010,<blok> Informasi anggota rumah tangga </blok><pertanyaan> Usia (tahun) </pertanyaan>,2017-b5_r26a1,2017,"<blok> Tugas utama </blok><pertanyaan> Selama satu minggu terakhir, berapa jam kerja harian Anda setelah mengurangi waktu istirahat? Senin : </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Informasi anggota rumah tangga berkaitan dengan struktur keluarga, sedangkan pertanyaan tentang jam kerja harian berkaitan dengan kegiatan profesional; keduanya tidak memiliki hubungan semantik."
1311,2015-B4_K4,2015,<blok> Deskripsi anggota keluarga </blok><pertanyaan> Jenis kelamin </pertanyaan>,2017-b5_r19f,2017,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Upaya apa yang sudah dilakukan (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha selama satu minggu atau satu bulan terakhir? Mengumpulkan modal atau perlengkapan </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Pertanyaan tentang jenis kelamin anggota keluarga tidak berkaitan dengan upaya pencarian kerja atau pengumpulan modal, karena satu berkaitan dengan identitas anggota keluarga, sementara yang lain berkaitan dengan aktivitas ekonomi individu yang terpisah dari data keluarga."
168,2010-B5P20B,2010,<blok> Kegiatan pencarian kerja atau persiapan usaha </blok><pertanyaan> Berapa lama (NAMA) dalam pencarian kerja atau persiapan usaha? (Bulan) </pertanyaan>,2017-b5_r17,2017,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Sudah berapa lama (NAMA) sedang mencari pekerjaan atau mempersiapkan usaha? (bulan) </pertanyaan>,equivalent,equivalen,"Kedua bentuk pertanyaan meminta durasi waktu yang sama untuk aktivitas “mencari pekerjaan/menyiapkan usaha”; perbedaan kata (pencarian kerja/mencari pekerjaan, dalam/menyediakan, sudah/lagi) tidak mengubah makna inti, sehingga secara semantik keduanya setara."
266,2012-B5P20_2,2012,<blok> Aktivitas mencari kerja/mempersiapkan usaha </blok><pertanyaan> Langkah-langkah apa saja yang pernah Anda lakukan (NAMA) dalam upaya mencari kerja atau mempersiapkan usaha? (Menghubungi perusahaan/kantor) </pertanyaan>,2015-B5_R202,2015,"<blok> Aktivitas pencarian kerja atau persiapan usaha </blok>
<pertanyaan> Langkah apa saja yang pernah dilakukan (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha? (Menghubungi perusahaan/kantor) </pertanyaan>",equivalent,equivalen,"Kedua frasa tersebut menggunakan sinonim dan struktur kalimat yang berbeda namun menyampaikan makna yang sama: proses mencari pekerjaan atau menyiapkan usaha, serta langkah-langkah yang dilakukan dalam konteks tersebut. Perbedaan hanya terletak pada kata “mencari kerja/mempersiapkan usaha” vs “pencarian kerja atau persiapan usaha” dan urutan kalimat, bukan pada arti semantik."
24,2010-B5P10A,2010,<blok> Aktivitas minggu lalu </blok><pertanyaan> Bagaimana posisi (NAMA) Anda dalam pekerjaan utama selama seminggu terakhir? </pertanyaan>,2012-B5P12,2012,<blok> Pekerjaan utama </blok><pertanyaan> Bagaimana posisi (NAMA) di pekerjaan utama pada minggu lalu? </pertanyaan>,equivalent,equivalen,"Semantik kedua kalimat tersebut identik karena <blok> keduanya menandai topik “pekerjaan utama” dan <pertanyaan> berfokus pada posisi (NAMA) dalam pekerjaan tersebut pada minggu terakhir, sehingga arti dan maksud yang diungkapkan sama."
1090,2010-B5P14C,2010,<blok> Pekerjaan inti </blok><pertanyaan> Berapa jarak perjalanan antara rumah dan tempat kerja? </pertanyaan>,2017-b5_r30c11,2017,"<blok> Pekerjaan utama </blok><pertanyaan> Jika R.27.a = 4, berapa gaji bersih (NAMA) yang diterima selama sebulan terakhir dari pekerjaan utama? (uang) </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan tentang jarak perjalanan tidak berkaitan dengan pertanyaan tentang gaji, karena satu mengukur jarak fisik dan satu lagi mengukur kompensasi finansial.  

Pertanyaan tentang jarak tempuh tidak berkaitan dengan pertanyaan tentang upah bersih, karena satu mengukur jarak dan satu lagi mengukur nilai uang."
696,2020-r16a7,2020,"<blok> Umum Responden </blok><pertanyaan> Pada minggu terakhir, berapa total jam kerja harian Anda setelah memotong waktu istirahat? Minggu : </pertanyaan>",2015-B5_R8B,2015,<blok> Kegiatan seminggu terakhir </blok><pertanyaan> Berapa total jam kerja semua pekerjaan per hari pada seminggu terakhir? </pertanyaan>,lebih khusus dari,lebih detail,"Karena jam kerja mingguan dibagi per hari, dan satu komponen pentingnya adalah hari Minggu, kalimat pertama secara eksplisit menyebutkan “hari Minggu” sehingga menegaskan struktur perhitungan jam kerja seminggu secara harian."
176,2010-klui,2010,<blok> Umum Responden </blok><pertanyaan> Klasifikasi Standar Lapangan Usaha Indonesia 1990 pekerjaan utama </pertanyaan>,2017-b5_r49_3,2017,<blok> Pengalaman kerja </blok><pertanyaan> Apa jenis usaha atau bidang pekerjaan (NAMA) yang Anda lakukan sebelum meninggalkan pekerjaan/usaha utama terakhir? KBLUI 3 Sektor </pertanyaan>,equivalent,equivalen,"Keduanya menanyakan klasifikasi pekerjaan utama menggunakan KBLUI 1990, meskipun disajikan dalam blok dan pertanyaan berbeda, sehingga maknanya identik."
1266,2017-b5_r26a4,2017,"<blok> Pekerjaan utama </blok><pertanyaan> Selama satu minggu terakhir, berapa jam kerja harian Anda setelah mengurangi waktu istirahat? Kamis: </pertanyaan>",2017-b5_r37d,2017,<blok> Tugas pokok </blok><pertanyaan> Berapa lama waktu tempuh dari rumah menuju kantor? </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Kedua pertanyaan tidak saling berkaitan karena satu berfokus pada **jam kerja** yang dihabiskan setelah mengurangi waktu istirahat, sedangkan yang lain menanyakan **waktu tempuh** perjalanan dari rumah ke kantor. Satu mengukur aktivitas kerja di tempat, yang lain mengukur aktivitas transportasi menuju tempat kerja."
953,2017-b4_k6,2017,<blok> Informasi anggota keluarga </blok><pertanyaan> Usia (tahun) </pertanyaan>,2012-B5P24,2012,<blok> Riwayat kerja </blok><pertanyaan> Apakah (NAMA) telah berhenti bekerja atau pindah pekerjaan setelah 31 Agustus 2009? </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Tidak ada hubungan karena satu menanyakan usia anggota keluarga yang merupakan data demografis, sedangkan yang lain menanyakan status pekerjaan setelah tanggal tertentu yang merupakan data pekerjaan; kedua jenis informasi tersebut tidak saling mempengaruhi atau terkait satu sama lain.

Tidak ada hubungan karena satu menanyakan umur anggota rumah tangga, yang merupakan data statis, sedangkan yang lain menanyakan perubahan status kerja setelah tanggal tertentu, yang merupakan data dinamis; keduanya tidak berkaitan secara semantik."
819,2015-B5_R8B,2015,<blok> Kegiatan seminggu terakhir </blok><pertanyaan> Berapa total jam kerja semua pekerjaan per hari pada seminggu terakhir? </pertanyaan>,2015-B5_R18,2015,<blok> Pekerjaan sampingan </blok><pertanyaan> Apakah nama lapangan usaha atau pekerjaan tambahan utama? </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Karena satu query meminta data aktivitas harian (jam kerja mingguan), sedangkan query lain menanyakan identitas pekerjaan sampingan; topik, unit waktu, dan objek yang dicari berbeda sehingga tidak saling terkait."
1039,2012-B5P8A,2012,<blok> Kegiatan seminggu terakhir </blok><pertanyaan> Berapa hari kerja selama seminggu terakhir? </pertanyaan>,2015-B5_R3,2015,"<blok> Aktivitas satu minggu yang lalu </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan atau usaha, namun pada minggu lalu tidak sedang bekerja? </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"1. Pertanyaan “Berapa hari kerja selama seminggu terakhir?” hanya memerlukan data jumlah hari kerja, sedangkan “Apakah (NAMA) memiliki pekerjaan atau usaha, namun pada minggu lalu tidak sedang bekerja?” menanyakan status pekerjaan, tidak berkaitan dengan jumlah hari kerja.  
2. Pertanyaan “Berapa jumlah hari kerja selama seminggu yang lalu?” tetap berfokus pada jumlah hari kerja, sementara “Apakah (NAMA) mempunyai pekerjaan/usaha, tetapi sementara tidak bekerja selama seminggu yang lalu?” memeriksa status pekerjaan, sehingga dua pertanyaan tersebut tidak terhubung secara semantik."
432,2015-B5_R24,2015,<blok> Riwayat pekerjaan </blok><pertanyaan> Apakah (NAMA) telah berhenti atau berpindah pekerjaan setelah 31 Agustus 2009? </pertanyaan>,2017-b5_r47,2017,<blok> Riwayat pekerjaan </blok><pertanyaan> Apakah (NAMA) pernah mengakhiri pekerjaan utama dalam setahun terakhir? </pertanyaan>,equivalent,equivalen,"Keduanya menanyakan apakah (NAMA) mengakhiri atau pindah pekerjaan utama dalam periode satu tahun terakhir (yaitu setelah 31 Agustus 2009), sehingga makna dan konteksnya identik."
1032,2017-b5_r11,2017,<blok> Responden umum </blok><pertanyaan> Apakah Anda memiliki jaminan akan kembali bekerja di unit usaha/tempat kerja saat ini? </pertanyaan>,2017-b5_r5a4,2017,"<blok> Aktivitas minggu dan bulan terakhir </blok><pertanyaan> Pada seminggu lalu, apakah (NAMA) melakukan aktivitas lain selain tidur, bersantai, menonton, dan lain‑lain? </pertanyaan>",tidak ada hubungan,tidak ada hubungan,"Pertanyaan pertama menanyakan jaminan kembali bekerja di unit usaha, sedangkan pertanyaan kedua menanyakan aktivitas harian (tidur, bersantai, menonton, dll). Topik yang dibahas berbeda (keterbatasan kerja vs perilaku harian), sehingga tidak ada hubungan semantik antara keduanya."
1027,2015-B4_K5,2015,<blok> Informasi anggota keluarga </blok><pertanyaan> Usia (tahun) </pertanyaan>,2020-r29a,2020,<blok> Pengalaman profesional </blok><pertanyaan> Apakah Anda pernah berhenti bekerja pada periode Agustus 2019 hingga Agustus 2020? </pertanyaan>,tidak ada hubungan,tidak ada hubungan,"Tidak ada hubungan semantik antara <blok> Informasi anggota keluarga </blok><pertanyaan> Usia (tahun) </pertanyaan> dan <blok> Pengalaman profesional </blok><pertanyaan> Apakah Anda pernah berhenti bekerja pada periode Agustus 2019 hingga Agustus 2020? </pertanyaan> karena satu mengumpulkan data personal tentang anggota keluarga, sedangkan yang lain menanyakan status pekerjaan. Kedua pertanyaan memproses kategori data yang berbeda—data demografis keluarga vs. data riwayat profesional—yang tidak saling mempengaruhi secara logis atau konseptual."
440,2015-weight,2015,<blok>Informasi Umum Responden</blok><pertanyaan>Faktor Penimbang Proyeksi Komponen Backcast 2014</pertanyaan>,2020-final_weig,2020,<blok>Responden Umum</blok><pertanyaan>penimbang resmi</pertanyaan>,equivalent,equivalen,"Keduanya menyampaikan informasi umum tentang responden dan penimbang resmi/backcast 2014, sehingga makna semantik identik."
671,2020-r16a1,2020,"<blok> Responden Umum </blok><pertanyaan> Selama tujuh hari terakhir, berapa jam kerja harian Anda setelah dikurangi waktu istirahat? Senin : </pertanyaan>",2012-B5P8B,2012,<blok> Aktivitas minggu terakhir </blok><pertanyaan> Berapa total jam kerja dari semua pekerjaan tiap hari selama minggu terakhir? </pertanyaan>,lebih khusus dari,lebih detail,"Karena pertanyaan detail meminta jam kerja per hari, termasuk Senin, sehingga secara eksplisit mengurai komponen jam per hari, sedangkan pertanyaan umum hanya meminta total jam kerja minggu tanpa mengurai per hari."
